hand,2_win,3_win,4_win,5_win,6_win,7_win,8_win,9_win,10_win,2_tie,3_tie,4_tie,5_tie,6_tie,7_tie,8_tie,9_tie,10_tie,EV_2p,rec_2p,tag_2p,EV_3p,rec_3p,tag_3p,EV_4p,rec_4p,tag_4p,EV_5p,rec_5p,tag_5p,EV_6p,rec_6p,tag_6p,EV_7p,rec_7p,tag_7p,EV_8p,rec_8p,tag_8p,EV_9p,rec_9p,tag_9p,EV_10p,rec_10p,tag_10p
8Qo,0.5193639397621155,0.3371146321296692,0.2466672956943512,0.1922939419746399,0.1554287225008011,0.1286746710538864,0.1084954291582107,0.092889547,0.080587655,0.016691947,0.015688283,0.014416025,0.013593744,0.013070417,0.012680417,0.012328693,0.011987492,0.011648463,0.055419827,Call,Speculative,0.034876321,Call,Speculative,0.015501233,Call,Speculative,-0.004545931,Fold,Speculative,-0.028216415,Fold,Speculative,-0.054895843,Fold,Speculative,-0.082721796,Fold,Speculative,-0.110050358,Fold,Speculative,-0.135881132,Fold,Speculative
8Jo,0.4971933364868164,0.3258687257766723,0.2415292561054229,0.1898142695426941,0.1542802602052688,0.1284475177526474,0.1090561673045158,0.094144031,0.082444236,0.017763728,0.015440507,0.014052547,0.013371855,0.012984145,0.012684071,0.012402018,0.012124693,0.011858038,0.012150401249527931,Call,Speculative,0.000766938,Call,Speculative,-0.005777882,Fold,Speculative,-0.017499015,Fold,Speculative,-0.035366005,Fold,Speculative,-0.056473126,Fold,Speculative,-0.077942591,Fold,Speculative,-0.098142599,Fold,Speculative,-0.116267455,Fold,Speculative
8To,0.4782259166240692,0.3188493847846985,0.2398035228252411,0.1901701092720031,0.1557458043098449,0.1307541728019714,0.1120916083455085,0.097809888,0.086630195,0.019037373,0.015379551,0.014006284,0.013504096,0.013239446,0.013019023,0.01280292,0.012597844,0.012405816,-0.024510793,Fold,Speculative,-0.020382519,Fold,Speculative,-0.012773341,Fold,Speculative,-0.015389213,Fold,Speculative,-0.025806836,Fold,Speculative,-0.039154212,Fold,Speculative,-0.052055452,Fold,Speculative,-0.063020706,Fold,Speculative,-0.071668969,Fold,Speculative
89o,0.4607295095920563,0.3121505677700043,0.2365679740905761,0.1880113631486892,0.1542288064956665,0.1298841834068298,0.1118670776486396,0.098172545,0.087513603,0.020283246,0.014994923,0.013397066,0.012722581,0.012233872,0.011797483,0.011421773,0.011103127,0.010847842,-0.058257734,Fold,Speculative,-0.041055912,Fold,Speculative,-0.026933972,Fold,Speculative,-0.028136733,Fold,Speculative,-0.037925545,Fold,Speculative,-0.049519525,Fold,Speculative,-0.059376288,Fold,Speculative,-0.066483019,Fold,Speculative,-0.070624756,Fold,Speculative
88o,0.6872012615203857,0.4960602819919586,0.3727212846279144,0.2914730310440063,0.2369579374790191,0.1996538490056991,0.1735757142305374,0.1548810750246048,0.1411270201206207,0.004454676,0.003472348,0.003246377,0.003244968,0.003315696,0.003402534,0.003489889,0.003566802,0.003627235,0.37885719910264015,Raise,Strong,0.4933893686393276,Raise,Strong,0.4973778929561372,Raise,Strong,0.46547757496591635,Raise,Strong,0.43169471225701206,Raise,Strong,0.40948581183329136,Raise,Strong,0.40256526786833957,Raise,Strong,0.4099802853306751,Raise,Strong,0.42940637422725514,Raise,Strong
87s,0.4568245410919189,0.3228276371955871,0.253141701,0.2084541469812393,0.1778090298175811,0.1559130251407623,0.1396449208259582,0.1270966529846191,0.1170536652207374,0.022524519,0.015049432,0.013148411,0.0123107,0.011693598,0.011194601,0.010806097,0.010512779,0.010298497,-0.063826399,Fold,Speculative,-0.00894294,Fold,Speculative,0.038863627,Call,Speculative,0.073047484,Call,Speculative,0.10193497221916847,Call,Strong,0.13057227851822928,Call,Strong,0.1603837534785264,Call,Strong,0.1911773844622071,Call,Strong,0.2220291374251242,Call,Strong
86s,0.4381932020187378,0.3038905560970306,0.235853299,0.1933030933141708,0.1646754294633865,0.1444530636072158,0.1294982284307479,0.117933489,0.108643815,0.024252364,0.015633618,0.01341033,0.012447669,0.011768377,0.01123793,0.01083301,0.010533645,0.010306702,-0.099361232,Fold,Speculative,-0.064877904,Fold,Speculative,-0.029766142,Fold,Speculative,-0.002365361,Fold,Speculative,0.023357708938419597,Call,Speculative,0.050504199,Call,Speculative,0.079317868,Call,Speculative,0.10880280612036564,Call,Strong,0.13797165919095145,Call,Strong
85s,0.4199351966381073,0.2847425639629364,0.2183182090520858,0.1777631044387817,0.1508717536926269,0.1319971084594726,0.1180439367890358,0.1072280406951904,0.098495722,0.025544465,0.016036533,0.013541701,0.012466526,0.011732128,0.011181721,0.010767587,0.010458843,0.01022093,-0.134585142,Fold,Speculative,-0.121717509,Fold,Speculative,-0.099643761,Fold,Speculative,-0.080018164,Fold,Speculative,-0.059573095,Fold,Speculative,-0.036884219,Fold,Speculative,-0.012578156,Fold,Speculative,0.012117159,Call,Speculative,0.036061868,Call,Speculative
84s,0.4010332822799682,0.2661141157150268,0.2015841454267501,0.163021445,0.1377883404493332,0.120175615,0.1071662232279777,0.097062789,0.088883445,0.025990561,0.015799886,0.013045897,0.011828385,0.011014711,0.010417073,0.009970713,0.009636221,0.009375732,-0.171942875,Fold,Speculative,-0.177957824,Fold,Speculative,-0.167571625,Fold,Speculative,-0.15532181,Fold,Speculative,-0.140225824,Fold,Speculative,-0.12231094,Fold,Speculative,-0.102787361,Fold,Speculative,-0.083071908,Fold,Speculative,-0.064286891,Fold,Speculative
83s,0.382870466,0.2481251507997512,0.1857600808143615,0.1493473052978515,0.1258734315633773,0.109584056,0.097551458,0.088166043,0.080525249,0.025905579,0.015416333,0.012497038,0.011213489,0.010386799,0.009801307,0.009371107,0.009051602,0.008800344,-0.20835349,Fold,Marginal,-0.232500049,Fold,Marginal,-0.231965601,Fold,Marginal,-0.225229751,Fold,Marginal,-0.213599012,Fold,Marginal,-0.198607035,Fold,Speculative,-0.18210391,Fold,Speculative,-0.165773401,Fold,Speculative,-0.15074579,Fold,Speculative
82s,0.3768114745616913,0.2429866045713424,0.1816033869981765,0.1461844593286514,0.1234858706593513,0.1077628955245018,0.096129827,0.087040156,0.079619296,0.025927395,0.01521604,0.012151119,0.010734436,0.009797515,0.009122636,0.008621593,0.00824091,0.00794669,-0.220449656,Fold,Marginal,-0.248216126,Fold,Marginal,-0.249284213,Fold,Marginal,-0.242241613,Fold,Marginal,-0.22969223,Fold,Marginal,-0.213730505,Fold,Marginal,-0.19647501,Fold,Speculative,-0.179554499,Fold,Speculative,-0.164073593,Fold,Speculative
7Ao,0.5716713666915894,0.3738105595111847,0.2694060504436493,0.2072629481554031,0.1663147807121276,0.1372330039739608,0.115508385,0.098748341,0.085547991,0.016716033,0.018534219,0.018124936,0.017384155,0.016686728,0.016041398,0.015398118,0.014735198,0.014042971,0.16005876660346985,Call,Strong,0.14923300687223673,Call,Strong,0.11387407407164551,Call,Strong,0.079775128,Call,Speculative,0.047948869,Call,Speculative,0.016775920987128323,Call,Speculative,-0.014340449,Fold,Speculative,-0.04495654,Fold,Speculative,-0.074305235,Fold,Speculative
7Ko,0.5341818332672119,0.341920793,0.2455131858587265,0.1887655109167099,0.1511957645416259,0.1243465542793273,0.1042593494057655,0.088766456,0.076592624,0.017700646,0.017800357,0.016605459,0.015617033,0.014902816,0.014330576,0.013800645,0.013271509,0.012732023,0.086064313,Call,Speculative,0.052462915,Call,Speculative,0.015263661742210166,Call,Speculative,-0.017129862,Fold,Speculative,-0.048116964,Fold,Speculative,-0.079417103,Fold,Speculative,-0.110722624,Fold,Speculative,-0.14138011,Fold,Speculative,-0.170413641,Fold,Speculative
7Qo,0.4990628659725189,0.3134218454360962,0.2238684594631195,0.171340987,0.1364673227071762,0.1115809977054596,0.093060151,0.078891166,0.067827508,0.018609742,0.017132895,0.015455653,0.014445116,0.01383849,0.013400828,0.013014748,0.012636635,0.012251385,0.016735474,Call,Speculative,-0.034035121,Fold,Speculative,-0.073614856,Fold,Speculative,-0.107182275,Fold,Speculative,-0.139680595,Fold,Speculative,-0.172030116,Fold,Speculative,-0.203459803,Fold,Marginal,-0.233114655,Fold,Marginal,-0.260467994,Fold,Marginal
7Jo,0.4772719442844391,0.302651584,0.2190525084733963,0.1690495908260345,0.1353794932365417,0.1112817376852035,0.093402885,0.079770632,0.06914258,0.019559316,0.016634988,0.014811096,0.013918492,0.013414824,0.013046664,0.012715452,0.012395081,0.012082204,-0.025896795,Fold,Speculative,-0.067092766,Fold,Speculative,-0.094167775,Fold,Speculative,-0.119955816,Fold,Speculative,-0.147478567,Fold,Speculative,-0.175364512,Fold,Speculative,-0.201915111,Fold,Marginal,-0.226286446,Fold,Marginal,-0.248163179,Fold,Marginal
7To,0.4582863748073578,0.2960410118103027,0.2177289873361587,0.1697176247835159,0.1370812058448791,0.1137470379471778,0.096521214,0.083424121,0.073242679,0.02078348,0.016375542,0.014574006,0.013881222,0.013510412,0.013223656,0.012957794,0.012714859,0.012481284,-0.06264377,Fold,Speculative,-0.087313652,Fold,Speculative,-0.099936038,Fold,Speculative,-0.11670882,Fold,Speculative,-0.13698153,Fold,Speculative,-0.157487937,Fold,Speculative,-0.175999116,Fold,Speculative,-0.191966044,Fold,Speculative,-0.205166786,Fold,Marginal
79o,0.4406889379024505,0.2907050549983978,0.2164632230997085,0.1699730902910232,0.1383534520864486,0.1159372553229332,0.099541008,0.087168619,0.077553637,0.02225584,0.015901372,0.013886991,0.013038081,0.012457393,0.011972617,0.011563596,0.011223841,0.010949703,-0.096366284,Fold,Speculative,-0.104032777,Fold,Speculative,-0.106373126,Fold,Speculative,-0.117539346,Fold,Speculative,-0.132507108,Fold,Speculative,-0.146535052,Fold,Speculative,-0.157417547,Fold,Speculative,-0.164975146,Fold,Speculative,-0.169715112,Fold,Speculative
78o,0.426940918,0.2883593142032623,0.2169521301984787,0.1714044362306594,0.1404436081647873,0.1186235025525093,0.1027205139398574,0.090732686,0.081401505,0.023574846,0.015617776,0.013643042,0.012799162,0.012177413,0.011670088,0.01127068,0.010967111,0.010742429,-0.122543318,Fold,Speculative,-0.111495394,Fold,Speculative,-0.104905395,Fold,Speculative,-0.110979913,Fold,Speculative,-0.120806111,Fold,Speculative,-0.128790173,Fold,Speculative,-0.133153167,Fold,Speculative,-0.134053824,Fold,Speculative,-0.132272811,Fold,Speculative
77o,0.6572752594947815,0.4611185789108276,0.3405618667602539,0.2644746005535126,0.2152760624885559,0.1826042979955673,0.160264641,0.1444726735353469,0.1328823417425155,0.005099586,0.003622484,0.003266785,0.003227262,0.003281433,0.003366322,0.003454102,0.003533304,0.003599806,0.3196501052007079,Raise,Strong,0.38878946227487154,Raise,Strong,0.3687810366973281,Raise,Strong,0.3304411573335526,Raise,Strong,0.30150067363865674,Raise,Strong,0.290012213,Call,Strong,0.29593353718519144,Call,Strong,0.3161539307329795,Raise,Strong,0.3468224450480186,Raise,Strong
76s,0.4283274710178375,0.3038005232810974,0.2374603301286697,0.1955359429121017,0.1674360334873199,0.1476519703865051,0.1330043673515319,0.1216307207942009,0.1124229580163955,0.025419692,0.01535215,0.013228707,0.012245384,0.011526086,0.01098321,0.010599293,0.010334998,0.01015759,-0.117925366,Fold,Speculative,-0.065570205,Fold,Speculative,-0.023701265,Fold,Speculative,0.008293175,Call,Speculative,0.03919446,Call,Speculative,0.072005028,Call,Speculative,0.10643211007118114,Call,Strong,0.1411839798092842,Call,Strong,0.175017529,Call,Strong
75s,0.4098365306854248,0.2855236530303955,0.2212108075618744,0.1816110014915466,0.1554952263832092,0.1372283697128296,0.1236942708492279,0.1131347939372062,0.1045205295085907,0.026957462,0.015710318,0.013313615,0.01222757,0.011461098,0.010907962,0.010527388,0.010267448,0.010092472,-0.153369477,Fold,Speculative,-0.119863563,Fold,Speculative,-0.08852954,Fold,Speculative,-0.061376068,Fold,Speculative,-0.032645348,Fold,Speculative,-0.001223545,Fold,Speculative,0.03166372,Call,Speculative,0.06441666,Call,Speculative,0.095667654,Call,Speculative
74s,0.3910975754261017,0.2671676874160766,0.2047759294509887,0.1671823412179947,0.1427110582590103,0.1256991624832153,0.1131012365221977,0.1032453179359436,0.095181227,0.027404331,0.015434863,0.012764739,0.011520332,0.01066403,0.010055142,0.009635536,0.009344519,0.009142307,-0.190400518,Fold,Speculative,-0.175344643,Fold,Speculative,-0.155366804,Fold,Speculative,-0.135287465,Fold,Speculative,-0.111741561,Fold,Speculative,-0.084912867,Fold,Speculative,-0.056647964,Fold,Speculative,-0.028741803,Fold,Speculative,-0.0024762,Fold,Speculative
73s,0.3730632364749908,0.2490425407886505,0.1886426210403442,0.1530646830797195,0.1301842629909515,0.1143382862210273,0.1025757491588592,0.093344167,0.085751183,0.027317703,0.015001944,0.012113006,0.010753038,0.00983938,0.00920313,0.008771275,0.008468153,0.008257657,-0.226555824,Fold,Marginal,-0.230369461,Fold,Marginal,-0.221203504,Fold,Marginal,-0.207793989,Fold,Marginal,-0.189376282,Fold,Speculative,-0.16742104,Fold,Speculative,-0.144308906,Fold,Speculative,-0.12179581,Fold,Speculative,-0.10119988,Fold,Speculative
72s,0.3543865084648132,0.231119767,0.1731170564889907,0.1397735476493835,0.1186205148696899,0.1040290296077728,0.093162514,0.084573671,0.077468202,0.027160613,0.014578328,0.011538655,0.010124676,0.009211865,0.008603224,0.008200971,0.007922067,0.007724621,-0.26406637,Fold,Marginal,-0.284773207,Fold,Marginal,-0.284454465,Fold,Marginal,-0.275820572,Fold,Marginal,-0.260641315,Fold,Marginal,-0.24168551,Fold,Marginal,-0.221896,Fold,Marginal,-0.203187656,Fold,Marginal,-0.186694878,Fold,Speculative
6Ao,0.5587339997291565,0.3595602810382843,0.2565799951553345,0.1963259875774383,0.1571396440267563,0.1295798420906067,0.1091519296169281,0.093470655,0.081151992,0.018119052,0.019558158,0.018807122,0.01790672,0.01715846,0.016504593,0.01586345,0.015193568,0.01448871,0.13558705151081085,Call,Strong,0.10801807977259137,Call,Strong,0.063934226,Call,Speculative,0.026396737,Call,Speculative,-0.005686756,Fold,Speculative,-0.035175029,Fold,Speculative,-0.063330762,Fold,Speculative,-0.090393047,Fold,Speculative,-0.116036529,Fold,Speculative
6Ko,0.5230205059051514,0.3301163613796234,0.2349310368299484,0.1796087622642517,0.1433477848768234,0.11763297,0.09852352,0.083843723,0.072331496,0.019263355,0.018952643,0.017440187,0.016302222,0.015512046,0.014884445,0.014302164,0.013721147,0.013129483,0.065304367,Call,Speculative,0.018778049387037754,Call,Speculative,-0.025395479,Fold,Speculative,-0.061200633,Fold,Speculative,-0.093377152,Fold,Speculative,-0.124473651,Fold,Speculative,-0.154603183,Fold,Speculative,-0.183661334,Fold,Speculative,-0.211037629,Fold,Marginal
6Qo,0.4900450706481933,0.3040718138217926,0.2152575403451919,0.1635982990264892,0.1296216994524002,0.1055771633982658,0.087827899,0.07430803,0.06377577,0.020274723,0.018410748,0.016480364,0.01533928,0.014628269,0.014081669,0.013589166,0.013105607,0.012623901,0.000364864,Call,Speculative,-0.060168437,Fold,Speculative,-0.106009111,Fold,Speculative,-0.143660304,Fold,Speculative,-0.178384997,Fold,Speculative,-0.211674015,Fold,Marginal,-0.243020147,Fold,Marginal,-0.272252497,Fold,Marginal,-0.299122794,Fold,Marginal
6Jo,0.4572028219699859,0.280393124,0.1981713473796844,0.1501643508672714,0.1184716150164604,0.096124321,0.079732023,0.067316279,0.057692159,0.021306286,0.017692091,0.01551394,0.014511392,0.013982483,0.013602925,0.013265526,0.012934748,0.012599828,-0.06428807,Fold,Speculative,-0.132282493,Fold,Speculative,-0.176286731,Fold,Speculative,-0.212899765,Fold,Marginal,-0.24722286,Fold,Marginal,-0.279519516,Fold,Marginal,-0.309081711,Fold,Marginal,-0.335947124,Fold,Marginal,-0.360079272,Fold,Marginal
6To,0.4385178089141845,0.2740675806999206,0.196920171,0.1507311314344406,0.1199224069714546,0.098204941,0.082304932,0.070278682,0.060936775,0.022449763,0.017245965,0.015069804,0.014237345,0.01380417,0.013474768,0.013181906,0.012910251,0.012646922,-0.100514619,Fold,Speculative,-0.15192831,Fold,Speculative,-0.182179706,Fold,Speculative,-0.21075098,Fold,Marginal,-0.239053047,Fold,Marginal,-0.265403728,Fold,Marginal,-0.288832918,Fold,Marginal,-0.309395736,Fold,Marginal,-0.32739764,Fold,Marginal
69o,0.4210390746593475,0.2693105041980743,0.1963070780038833,0.1516790241003036,0.1219100430607795,0.1011219918727874,0.086053528,0.074730285,0.06595166,0.023879677,0.016623601,0.014255109,0.01327107,0.012626156,0.012098812,0.011660692,0.011297503,0.010997412,-0.134042174,Fold,Speculative,-0.167133085,Fold,Speculative,-0.186261469,Fold,Speculative,-0.208427204,Fold,Marginal,-0.230661273,Fold,Marginal,-0.249800216,Fold,Marginal,-0.264929008,Fold,Marginal,-0.276588678,Fold,Marginal,-0.285496338,Fold,Marginal
68o,0.4069903194904327,0.2679885327816009,0.1982286125421524,0.1549109369516372,0.1260936260223388,0.1060917153954505,0.091632172,0.080754988,0.072286412,0.025446597,0.016262738,0.013951022,0.012981112,0.012298624,0.01175911,0.01134404,0.011033094,0.010793901,-0.160572764,Fold,Speculative,-0.171640295,Fold,Speculative,-0.179183505,Fold,Speculative,-0.192992535,Fold,Speculative,-0.206542372,Fold,Marginal,-0.216201108,Fold,Marginal,-0.221566461,Fold,Marginal,-0.223556188,Fold,Marginal,-0.223166374,Fold,Marginal
67o,0.3965684175491333,0.2682041823863983,0.2003350555896759,0.1577243655920028,0.1295244842767715,0.1100375205278396,0.095970489,0.085360087,0.077041239,0.026685441,0.015930522,0.013725391,0.012732551,0.012004575,0.011452013,0.011057903,0.010785058,0.010599849,-0.180177724,Fold,Speculative,-0.171491669,Fold,Speculative,-0.171208996,Fold,Speculative,-0.179546796,Fold,Speculative,-0.18683937,Fold,Speculative,-0.189655312,Fold,Speculative,-0.188004475,Fold,Speculative,-0.183226451,Fold,Speculative,-0.17658837,Fold,Speculative
66o,0.6270212531089783,0.4281080663204193,0.3118658065795898,0.2416057288646698,0.1977174133062362,0.1693175584077835,0.1501694172620773,0.1366642862558365,0.1266852170228958,0.005839395,0.003792501,0.003305481,0.003218465,0.003258409,0.003338028,0.003428336,0.003511088,0.00358076,0.2598819015547633,Call,Strong,0.2900129508925602,Call,Strong,0.2540741874836381,Call,Strong,0.21607480687089242,Call,Strong,0.19607970537617736,Call,Strong,0.1969060075934974,Call,Strong,0.21506868023425274,Call,Strong,0.24577847321052082,Call,Strong,0.28475597244687356,Call,Strong
65s,0.4034765958786011,0.2872417569160461,0.2239502221345901,0.1849161833524704,0.1592886745929718,0.1413660496473312,0.1280389428138733,0.117565207,0.108971469,0.027839482,0.015421995,0.013102921,0.011965903,0.011173964,0.010631604,0.010280787,0.01006805,0.009937852,-0.165207326,Fold,Speculative,-0.115141737,Fold,Speculative,-0.07799327,Fold,Speculative,-0.045504325,Fold,Speculative,-0.010746059,Fold,Speculative,0.026772961951792018,Call,Speculative,0.065434691,Call,Speculative,0.10339308809488923,Call,Strong,0.13940394949167945,Call,Strong
64s,0.3847858607769012,0.2698576748371124,0.2088425010442733,0.1720955222845077,0.1483130455017089,0.1317628920078277,0.1194629147648811,0.1097462326288223,0.1017215400934219,0.02852314,0.015130327,0.012542568,0.011246802,0.010369902,0.009781051,0.009398236,0.009161306,0.009017481,-0.201905139,Fold,Marginal,-0.167731485,Fold,Speculative,-0.13954486,Fold,Speculative,-0.111405383,Fold,Speculative,-0.079012022,Fold,Speculative,-0.043426076,Fold,Speculative,-0.006703738,Fold,Speculative,0.028941968921571304,Call,Speculative,0.062302808,Call,Speculative
63s,0.366864949,0.2519496083259582,0.192983791,0.1582578122615814,0.1360618770122528,0.1206918582320213,0.1092270165681839,0.100138284,0.092596166,0.028477421,0.014683709,0.011850536,0.010427983,0.009483805,0.008855721,0.008452604,0.008197419,0.008039002,-0.23779268,Fold,Marginal,-0.222125611,Fold,Marginal,-0.204363763,Fold,Marginal,-0.182640982,Fold,Speculative,-0.155177323,Fold,Speculative,-0.124161969,Fold,Speculative,-0.092373453,Fold,Speculative,-0.061867055,Fold,Speculative,-0.03384333,Fold,Speculative
62s,0.3483467698097229,0.2338838428258896,0.1771081984043121,0.1444272398948669,0.1237925365567207,0.1095421463251113,0.098866701,0.090342946,0.083236806,0.028317045,0.014208455,0.011176278,0.009650153,0.008658019,0.008014289,0.00760394,0.007345066,0.007178985,-0.274989415,Fold,Marginal,-0.27703579,Fold,Marginal,-0.269214651,Fold,Marginal,-0.253738418,Fold,Marginal,-0.231270724,Fold,Marginal,-0.205154965,Fold,Marginal,-0.178650631,Fold,Speculative,-0.153860686,Fold,Speculative,-0.131737016,Fold,Speculative
5Ao,0.5574108958244324,0.3611208498477936,0.2602291703224182,0.2010765373706817,0.1623784452676773,0.1349489092826843,0.1144511252641677,0.098599374,0.086060077,0.019539353,0.020796284,0.019868592,0.018883081,0.018084714,0.017393248,0.016709283,0.015993601,0.015239388,0.1343611441552639,Call,Strong,0.11455697566270806,Call,Strong,0.080653865,Call,Speculative,0.05259039,Call,Speculative,0.028524814173578994,Call,Speculative,0.005518734,Call,Speculative,-0.017553866,Fold,Speculative,-0.040634428,Fold,Speculative,-0.063202292,Fold,Speculative
5Ko,0.5125686526298523,0.3196399807929992,0.225849301,0.1720195859670639,0.137070745,0.1124256923794746,0.094156407,0.080146641,0.069159865,0.020613004,0.019846544,0.018042622,0.016765038,0.015901832,0.015231193,0.014614233,0.013998887,0.013370409,0.045750309,Call,Speculative,-0.011310242,Fold,Speculative,-0.060517553,Fold,Speculative,-0.097989476,Fold,Speculative,-0.129870033,Fold,Speculative,-0.159710978,Fold,Speculative,-0.188291814,Fold,Speculative,-0.215685246,Fold,Marginal,-0.241549303,Fold,Marginal
5Qo,0.4796285033226013,0.2939353585243225,0.2065483033657074,0.156396747,0.1237430348992347,0.1007780283689498,0.083861068,0.070996568,0.060971204,0.021610992,0.019164965,0.016947722,0.015681945,0.014901805,0.014314701,0.013789827,0.013276769,0.012765039,-0.019132001,Fold,Speculative,-0.089446478,Fold,Speculative,-0.139911342,Fold,Speculative,-0.178811405,Fold,Speculative,-0.212836376,Fold,Marginal,-0.244452348,Fold,Marginal,-0.273952149,Fold,Marginal,-0.301285432,Fold,Marginal,-0.326462764,Fold,Marginal
5Jo,0.4490657150745392,0.2725158631801605,0.1910934299230575,0.1440349072217941,0.1132648587226867,0.091709539,0.07594838,0.06402877,0.054791551,0.022760401,0.018628085,0.01623735,0.015118998,0.014487796,0.014016563,0.013590111,0.013176702,0.012769695,-0.079108169,Fold,Speculative,-0.154510283,Fold,Speculative,-0.20315158,Fold,Marginal,-0.24202797,Fold,Marginal,-0.276947461,Fold,Marginal,-0.308975254,Fold,Marginal,-0.338052515,Fold,Marginal,-0.364445914,Fold,Marginal,-0.388236012,Fold,Marginal
5To,0.4185698330402374,0.2528881430625915,0.177498773,0.1335134655237198,0.1047248393297195,0.08464399,0.070045926,0.059035175,0.050491516,0.023934685,0.017935736,0.015488631,0.014593327,0.014155841,0.013849247,0.013576332,0.013317691,0.013052389,-0.138925649,Fold,Speculative,-0.214431967,Fold,Marginal,-0.259027647,Fold,Marginal,-0.295949354,Fold,Marginal,-0.329183443,Fold,Marginal,-0.359019706,Fold,Marginal,-0.385327268,Fold,Marginal,-0.408753819,Fold,Marginal,-0.429822899,Fold,Marginal
59o,0.4013729095458984,0.2482763230800628,0.1768351644277572,0.1342496424913406,0.1063397526741027,0.087040283,0.07310731,0.062659964,0.054566402,0.025320174,0.01718571,0.014525177,0.013439496,0.01274993,0.012204724,0.011760271,0.011388763,0.011074058,-0.171934007,Fold,Speculative,-0.229392465,Fold,Marginal,-0.263608988,Fold,Marginal,-0.295153047,Fold,Marginal,-0.323711694,Fold,Marginal,-0.348001485,Fold,Marginal,-0.368100438,Fold,Marginal,-0.384810891,Fold,Marginal,-0.398965691,Fold,Marginal
