hand,2_win,3_win,4_win,5_win,6_win,7_win,8_win,9_win,10_win,2_tie,3_tie,4_tie,5_tie,6_tie,7_tie,8_tie,9_tie,10_tie,EV_2p,rec_2p,tag_2p,EV_3p,rec_3p,tag_3p,EV_4p,rec_4p,tag_4p,EV_5p,rec_5p,tag_5p,EV_6p,rec_6p,tag_6p,EV_7p,rec_7p,tag_7p,EV_8p,rec_8p,tag_8p,EV_9p,rec_9p,tag_9p,EV_10p,rec_10p,tag_10p
58o,0.3874474167823791,0.2473839521408081,0.1792514473199844,0.1380224972963333,0.1110705584287643,0.092546962,0.0792123,0.069202267,0.061399709,0.026860651,0.016724018,0.014129092,0.01304513,0.012307206,0.011747672,0.011322275,0.011000758,0.010748056,-0.198244516,Fold,Speculative,-0.232762116,Fold,Marginal,-0.254736027,Fold,Marginal,-0.277274688,Fold,Marginal,-0.296655031,Fold,Marginal,-0.311054412,Fold,Marginal,-0.321012497,Fold,Marginal,-0.327676189,Fold,Marginal,-0.332262627,Fold,Marginal
57o,0.3767895400524139,0.2485504150390625,0.1827458888292312,0.1425831466913223,0.116510198,0.098683767,0.085864641,0.076184854,0.068562567,0.028364165,0.016341159,0.013852482,0.012755009,0.011981012,0.011419253,0.011028856,0.010759667,0.010574765,-0.218056755,Fold,Marginal,-0.229837016,Fold,Marginal,-0.241311481,Fold,Marginal,-0.255196743,Fold,Marginal,-0.264995778,Fold,Marginal,-0.269246244,Fold,Marginal,-0.26896745,Fold,Marginal,-0.265917815,Fold,Marginal,-0.261500505,Fold,Marginal
56o,0.3701424598693847,0.2506539225578308,0.1859563291072845,0.1464309990406036,0.1209156438708305,0.1035004705190658,0.09094163,0.081399426,0.073836692,0.029299755,0.016007751,0.01360459,0.012449146,0.01164493,0.011090479,0.010730518,0.010511311,0.010375751,-0.230415326,Fold,Marginal,-0.224026605,Fold,Marginal,-0.228965504,Fold,Marginal,-0.236722139,Fold,Marginal,-0.239571348,Fold,Marginal,-0.23668003,Fold,Marginal,-0.229544885,Fold,Marginal,-0.220104269,Fold,Marginal,-0.209754327,Fold,Marginal
55o,0.5964181423187256,0.3964936733245849,0.2853758633136749,0.2209934443235397,0.1820232719182968,0.1573077589273452,0.1407613605260849,0.1290420740842819,0.1202310845255851,0.00684253,0.004095372,0.00342426,0.003265175,0.003272876,0.003338514,0.003421058,0.003500932,0.003570648,0.1996788145042956,Call,Strong,0.19562407839111962,Call,Strong,0.14835197292268276,Call,Strong,0.11313015979248986,Call,Strong,0.10195825994014718,Call,Strong,0.11283911194186547,Call,Strong,0.13977511599659875,Call,Strong,0.17713285924401068,Call,Strong,0.22016408364288398,Call,Strong
54s,0.385316789,0.2749325037002563,0.2141329646110534,0.1775905340909958,0.1539145708084106,0.1373802125453949,0.1249661892652511,0.1150878742337226,0.1068582907319068,0.029201346,0.015281903,0.012807401,0.011562134,0.010760255,0.010256066,0.009958345,0.009795278,0.009708495,-0.200165076,Fold,Marginal,-0.152279635,Fold,Speculative,-0.11785334,Fold,Speculative,-0.083141994,Fold,Speculative,-0.04423181,Fold,Speculative,-0.002442281,Fold,Speculative,0.039562892168759634,Call,Speculative,0.079869621,Call,Speculative,0.11712538171559461,Call,Strong
53s,0.3675931096076965,0.2579402029514313,0.1995464414358139,0.1652786582708358,0.1433693766593933,0.1281230300664901,0.1166518032550811,0.1074609756469726,0.09975028,0.029334055,0.014834696,0.012114466,0.010741613,0.009878076,0.009344893,0.009032323,0.008859853,0.008765309,-0.235479726,Fold,Marginal,-0.203927347,Fold,Marginal,-0.177585302,Fold,Speculative,-0.146752676,Fold,Speculative,-0.110149513,Fold,Speculative,-0.070431666,Fold,Speculative,-0.030656282,Fold,Speculative,0.00701812,Call,Speculative,0.041329349,Call,Speculative
52s,0.349289209,0.2400950342416763,0.1838758438825607,0.1516434997320175,0.1312983483076095,0.1171734631061554,0.1065033078193664,0.097892307,0.090640768,0.029186785,0.014345986,0.011403119,0.009909877,0.008979849,0.008415937,0.008083122,0.007895376,0.007785349,-0.272234797,Fold,Marginal,-0.258195919,Fold,Marginal,-0.241690386,Fold,Marginal,-0.21700781,Fold,Marginal,-0.185270364,Fold,Speculative,-0.150329977,Fold,Speculative,-0.11564105,Fold,Speculative,-0.083440049,Fold,Speculative,-0.054665572,Fold,Speculative
4Ao,0.5473374128341675,0.3510594964027405,0.2518825232982635,0.1944502145051956,0.1571822166442871,0.130914882,0.1113369390368461,0.096231565,0.084297039,0.019965187,0.020843709,0.019624012,0.018452514,0.017523907,0.016735105,0.015977493,0.015201274,0.014401008,0.114640012,Call,Strong,0.084444053,Call,Speculative,0.046778116,Call,Speculative,0.018382357,Call,Speculative,-0.004334979,Fold,Speculative,-0.02502296,Fold,Speculative,-0.045394517,Fold,Speculative,-0.065510182,Fold,Speculative,-0.085024572,Fold,Speculative
4Ko,0.5022709965705872,0.3100531995296478,0.2181082218885421,0.1659564077854156,0.1323642581701278,0.108812004,0.0914106,0.078097105,0.067662351,0.021032952,0.019806825,0.017713675,0.01625816,0.015277346,0.014519792,0.013837142,0.013170444,0.012502647,0.025574945,Call,Speculative,-0.040130164,Fold,Speculative,-0.092139762,Fold,Speculative,-0.129572562,Fold,Speculative,-0.159982414,Fold,Speculative,-0.187496698,Fold,Speculative,-0.213366635,Fold,Marginal,-0.237859055,Fold,Marginal,-0.260863257,Fold,Marginal
4Qo,0.4692706167697906,0.2846921682357788,0.1991309821605682,0.1506126075983047,0.1192918792366981,0.097409844,0.081345581,0.069152541,0.059651241,0.022028174,0.019062568,0.016557654,0.015120772,0.014225488,0.013550284,0.012963935,0.012405961,0.01186252,-0.039430592,Fold,Speculative,-0.117329644,Fold,Speculative,-0.170360763,Fold,Speculative,-0.209135033,Fold,Marginal,-0.241572262,Fold,Marginal,-0.270705094,Fold,Marginal,-0.297379617,Fold,Marginal,-0.321800303,Fold,Marginal,-0.344174992,Fold,Marginal
4Jo,0.43871963,0.2636186480522156,0.1839889138936996,0.1385248452425003,0.1090604290366172,0.088566788,0.073617607,0.062334538,0.05358319,0.023184966,0.018458137,0.015791943,0.014502581,0.013760672,0.013208152,0.01272842,0.012273749,0.011837944,-0.099375773,Fold,Speculative,-0.18145685,Fold,Speculative,-0.232460458,Fold,Marginal,-0.271119321,Fold,Marginal,-0.30435541,Fold,Marginal,-0.333803956,Fold,Marginal,-0.360145461,Fold,Marginal,-0.38375729,Fold,Marginal,-0.40497838,Fold,Marginal
4To,0.4105627834796905,0.2462350279092788,0.1718594431877136,0.1288780570030212,0.1009727343916893,0.081656471,0.067660347,0.057140686,0.048989762,0.02449096,0.01800663,0.015356665,0.01428843,0.013702152,0.013260587,0.012876107,0.012521436,0.012180822,-0.154383473,Fold,Speculative,-0.234284971,Fold,Marginal,-0.281848898,Fold,Marginal,-0.31988864,Fold,Marginal,-0.353057137,Fold,Marginal,-0.381992649,Fold,Marginal,-0.407212798,Fold,Marginal,-0.42938737,Fold,Marginal,-0.449198274,Fold,Marginal
49o,0.380838543,0.2281128764152526,0.1588428765535354,0.1185616701841354,0.092627242,0.074908018,0.062211685,0.052727763,0.045391649,0.025851306,0.017042171,0.014142574,0.012949656,0.012216547,0.011658679,0.011213289,0.010839148,0.010517269,-0.212471608,Fold,Marginal,-0.290098114,Fold,Marginal,-0.336343346,Fold,Marginal,-0.37481751,Fold,Marginal,-0.407586907,Fold,Marginal,-0.434838498,Fold,Marginal,-0.457453366,Fold,Marginal,-0.476673969,Fold,Marginal,-0.493497163,Fold,Marginal
48o,0.3671082854270935,0.2272232323884964,0.1610390096902847,0.1219351589679718,0.096794702,0.079688765,0.067437731,0.058264669,0.051119316,0.027379176,0.01650024,0.013629668,0.012393551,0.01157134,0.010961617,0.010502686,0.010152794,0.009875234,-0.238404253,Fold,Marginal,-0.293579943,Fold,Marginal,-0.328584624,Fold,Marginal,-0.359340328,Fold,Marginal,-0.384517767,Fold,Marginal,-0.403812984,Fold,Marginal,-0.418487411,Fold,Marginal,-0.429930404,Fold,Marginal,-0.439430665,Fold,Marginal
47o,0.3566310405731201,0.22869128,0.1648649424314499,0.1268460601568222,0.1025719717144966,0.08615467,0.074412674,0.065557688,0.058594991,0.028882027,0.016078493,0.01329988,0.012034362,0.011164517,0.010542479,0.01011036,0.009807311,0.009593247,-0.257855892,Fold,Marginal,-0.289808421,Fold,Marginal,-0.313940471,Fold,Marginal,-0.335683794,Fold,Marginal,-0.351074618,Fold,Marginal,-0.360018636,Fold,Marginal,-0.364257172,Fold,Marginal,-0.365847904,Fold,Marginal,-0.366083858,Fold,Marginal
46o,0.3500230014324188,0.2318313270807266,0.169501781,0.1324185281991958,0.1089137867093086,0.093037844,0.081649393,0.072988547,0.066098869,0.030074861,0.015726624,0.013037101,0.011713827,0.010819092,0.010215615,0.009822052,0.009576448,0.00942348,-0.269879136,Fold,Marginal,-0.280916083,Fold,Marginal,-0.295918671,Fold,Marginal,-0.308622791,Fold,Marginal,-0.314060003,Fold,Marginal,-0.312980442,Fold,Marginal,-0.307516649,Fold,Marginal,-0.300009056,Fold,Marginal,-0.29189391,Fold,Marginal
45o,0.3507496118545532,0.2374841570854187,0.175382376,0.1385077834129333,0.115115687,0.099261045,0.087768719,0.078954324,0.071860306,0.030795835,0.015876185,0.013307275,0.01203683,0.01121997,0.010706297,0.010401499,0.010233575,0.010141853,-0.267704941,Fold,Marginal,-0.263733251,Fold,Marginal,-0.271855947,Fold,Marginal,-0.277369007,Fold,Marginal,-0.275645967,Fold,Marginal,-0.267700642,Fold,Marginal,-0.256244253,Fold,Marginal,-0.243359997,Fold,Marginal,-0.230687674,Fold,Marginal
44o,0.562565267,0.3634891510009765,0.2597774863243103,0.2029562145471573,0.1699939668178558,0.1495947539806366,0.1360160559415817,0.126290813,0.1188120543956756,0.007657441,0.004082807,0.003109378,0.002773582,0.002660575,0.002636523,0.002647756,0.002669513,0.002689363,0.13278797548264265,Call,Strong,0.096591663,Call,Speculative,0.045328701846301334,Call,Speculative,0.021715027,Call,Speculative,0.027945525,Call,Speculative,0.056391108,Call,Speculative,0.098719472,Call,Speculative,0.1486301252152764,Call,Strong,0.20156735996715658,Call,Strong
43s,0.3572893738746643,0.249958262,0.1926595121622085,0.1594761312007904,0.1383954733610153,0.1237214654684066,0.1126251071691513,0.1036886274814605,0.096147038,0.029141832,0.014306878,0.011378983,0.009863671,0.008918874,0.008338437,0.008001455,0.007812817,0.007708323,-0.25627942,Fold,Marginal,-0.228664898,Fold,Marginal,-0.206603985,Fold,Marginal,-0.177960167,Fold,Speculative,-0.142870538,Fold,Speculative,-0.104765211,Fold,Speculative,-0.066993322,Fold,Speculative,-0.031644678,Fold,Speculative,1.199636608317789e-05,Call,Speculative
42s,0.3391501307487488,0.2329466491937637,0.1782480627298355,0.1473933160305023,0.1280798017978668,0.1146683245897293,0.1044715791940689,0.096190475,0.08914195,0.029104611,0.013818352,0.010673163,0.009042001,0.008041653,0.007438611,0.007092047,0.006898779,0.006790136,-0.292595128,Fold,Marginal,-0.280432525,Fold,Marginal,-0.265661424,Fold,Marginal,-0.240428417,Fold,Marginal,-0.207396231,Fold,Marginal,-0.171286589,Fold,Speculative,-0.135859177,Fold,Speculative,-0.10324122,Fold,Speculative,-0.074629822,Fold,Speculative
3Ao,0.5385614037513733,0.3420464694499969,0.2442791312932968,0.188403234,0.1524727940559387,0.1272781640291214,0.1085510775446891,0.094083935,0.082642466,0.019890733,0.02048184,0.019070797,0.017759183,0.016725734,0.015851261,0.015027503,0.014207683,0.013379132,0.097013541,Call,Speculative,0.056862168,Call,Speculative,0.015258118510246055,Call,Speculative,-0.013585872,Fold,Speculative,-0.034986034,Fold,Speculative,-0.053573438,Fold,Speculative,-0.071481369,Fold,Speculative,-0.089310013,Fold,Speculative,-0.10667968,Fold,Speculative
3Ko,0.4933747947216034,0.3015318512916565,0.2112457156181335,0.1607143580913543,0.1284738481044769,0.1059988811612129,0.089430049,0.076756552,0.066807382,0.020950507,0.01942672,0.017140809,0.015550892,0.0144663,0.013628681,0.012891736,0.012189483,0.011503401,0.007700097,Call,Speculative,-0.066264366,Fold,Speculative,-0.120735519,Fold,Speculative,-0.15755098,Fold,Speculative,-0.185758012,Fold,Speculative,-0.210307448,Fold,Marginal,-0.232992664,Fold,Marginal,-0.254338359,Fold,Marginal,-0.274409176,Fold,Marginal
3Qo,0.4603306949138641,0.276368499,0.1924580931663513,0.1455429643392563,0.115563266,0.094738811,0.079484731,0.067900106,0.058849324,0.021943929,0.01866468,0.015963625,0.014384133,0.013382732,0.012635399,0.011998042,0.011409619,0.010854101,-0.057394681,Fold,Speculative,-0.142897483,Fold,Speculative,-0.198240377,Fold,Speculative,-0.236324846,Fold,Marginal,-0.266472208,Fold,Marginal,-0.292604426,Fold,Marginal,-0.316129986,Fold,Marginal,-0.337555758,Fold,Marginal,-0.357236261,Fold,Marginal
3Jo,0.4297403991222381,0.2554792761802673,0.177494615,0.1336257457733154,0.1055070906877517,0.086042963,0.07187622,0.061177503,0.052854128,0.023087973,0.018039808,0.015172401,0.013740355,0.012893894,0.012274856,0.011750286,0.011269566,0.010825176,-0.117431229,Fold,Speculative,-0.20650246,Fold,Marginal,-0.259676738,Fold,Marginal,-0.297520383,Fold,Marginal,-0.328275775,Fold,Marginal,-0.354737264,Fold,Marginal,-0.377989091,Fold,Marginal,-0.398689425,Fold,Marginal,-0.417332839,Fold,Marginal
3To,0.4015739560127258,0.2382510155439376,0.1655223816633224,0.1241321936249733,0.097542547,0.079231672,0.065986961,0.056020323,0.04826152,0.024401339,0.017570967,0.014714225,0.013502557,0.012819146,0.012312756,0.011886713,0.011511661,0.011163656,-0.172450749,Fold,Speculative,-0.258890503,Fold,Marginal,-0.308482023,Fold,Marginal,-0.34558264,Fold,Marginal,-0.376287282,Fold,Marginal,-0.40228365,Fold,Marginal,-0.424557459,Fold,Marginal,-0.444014616,Fold,Marginal,-0.461566526,Fold,Marginal
39o,0.3743036687374115,0.2222722321748733,0.1538712978363037,0.1145760118961334,0.089525692,0.072504066,0.060343195,0.05126844,0.044240069,0.025915118,0.016885754,0.013827349,0.012478991,0.01161094,0.010939409,0.01039728,0.009947577,0.009570217,-0.225477545,Fold,Marginal,-0.307854673,Fold,Marginal,-0.356860111,Fold,Marginal,-0.395922462,Fold,Marginal,-0.428013027,Fold,Marginal,-0.454183607,Fold,Marginal,-0.475665323,Fold,Marginal,-0.493819948,Fold,Marginal,-0.50974823,Fold,Marginal
38o,0.3475365936756134,0.2077161222696304,0.1437993496656417,0.1070033758878707,0.083798684,0.068169922,0.057036839,0.048705682,0.04220368,0.027339157,0.016129278,0.01307901,0.01177079,0.010931488,0.010333056,0.009889421,0.009553925,0.009284305,-0.277587656,Fold,Marginal,-0.352657717,Fold,Marginal,-0.398644581,Fold,Marginal,-0.435556144,Fold,Marginal,-0.464413431,Fold,Marginal,-0.486644854,Fold,Marginal,-0.5041476,Fold,Marginal,-0.518656197,Fold,Marginal,-0.531541676,Fold,Marginal
37o,0.3372077941894531,0.2090515047311782,0.1473041325807571,0.1114530935883522,0.088931099,0.073826462,0.063047774,0.054936767,0.048540317,0.028838802,0.015654646,0.01264013,0.01125112,0.010318981,0.009667423,0.009221091,0.008904072,0.008680048,-0.296745609,Fold,Marginal,-0.349363517,Fold,Marginal,-0.38550321,Fold,Marginal,-0.414606732,Fold,Marginal,-0.435456467,Fold,Marginal,-0.449378787,Fold,Marginal,-0.458733443,Fold,Marginal,-0.465500774,Fold,Marginal,-0.471196593,Fold,Marginal
36o,0.3307079374790191,0.2124245762825012,0.152232826,0.1173215731978416,0.095569104,0.081020899,0.070598073,0.062681839,0.056368783,0.030072978,0.015287674,0.012335118,0.010876825,0.009909107,0.009263153,0.008847407,0.008581161,0.008413141,-0.308511147,Fold,Marginal,-0.33979476,Fold,Marginal,-0.366398461,Fold,Marginal,-0.386200071,Fold,Marginal,-0.396858054,Fold,Marginal,-0.40043267,Fold,Marginal,-0.399825785,Fold,Marginal,-0.397248228,Fold,Marginal,-0.394246466,Fold,Marginal
35o,0.3316621482372284,0.2190780192613601,0.159492627,0.125066265,0.103620596,0.089208983,0.078795679,0.070782803,0.064304315,0.030986728,0.015435124,0.012603378,0.011197936,0.010314463,0.009767793,0.00944541,0.009265543,0.009165922,-0.305688975,Fold,Marginal,-0.319613256,Fold,Marginal,-0.336822737,Fold,Marginal,-0.346673833,Fold,Marginal,-0.347333035,Fold,Marginal,-0.341349844,Fold,Marginal,-0.331852928,Fold,Marginal,-0.32125983,Fold,Marginal,-0.311127244,Fold,Marginal
34o,0.3206839859485626,0.2105845361948013,0.1521436125040054,0.1188829317688942,0.098340079,0.084571868,0.074593171,0.066884294,0.060622577,0.030789893,0.014873718,0.011818361,0.010257247,0.009285776,0.008688204,0.008340304,0.008143753,0.008033664,-0.327842135,Fold,Marginal,-0.345935815,Fold,Marginal,-0.367788827,Fold,Marginal,-0.379942224,Fold,Marginal,-0.382102197,Fold,Marginal,-0.377588209,Fold,Marginal,-0.369893413,Fold,Marginal,-0.361394465,Fold,Marginal,-0.353605914,Fold,Marginal
33o,0.5284032225608826,0.3320854306221008,0.2368923723697662,0.187796876,0.1605036258697509,0.1439425349235534,0.132846788,0.124696098,0.1182186156511306,0.008531306,0.004099824,0.002809062,0.002295158,0.002061526,0.00194382,0.001879799,0.001839555,0.001810688,0.065337751,Call,Speculative,0.002406027,Call,Speculative,-0.046812387,Fold,Speculative,-0.055277725,Fold,Speculative,-0.030793668,Fold,Speculative,0.014401113381608877,Call,Speculative,0.070293495,Call,Speculative,0.1305428834166371,Call,Strong,0.1912395973922676,Call,Strong
32s,0.3309102952480316,0.2250338494777679,0.1716264486312866,0.1419541835784912,0.1234884932637214,0.1106420755386352,0.1008170396089553,0.092778772,0.08589974,0.028917806,0.013307542,0.009926381,0.008161911,0.007089491,0.006449227,0.006081298,0.005874019,0.005759995,-0.309261603,Fold,Marginal,-0.304937139,Fold,Marginal,-0.293641444,Fold,Marginal,-0.269824305,Fold,Marginal,-0.237800566,Fold,Marginal,-0.202933178,Fold,Marginal,-0.169138489,Fold,Speculative,-0.138557967,Fold,Speculative,-0.112202621,Fold,Speculative
2Ao,0.5294679999351501,0.3324713408946991,0.2359936833381652,0.1815529316663742,0.1468472182750702,0.1225956752896308,0.1045990660786628,0.090669826,0.079636283,0.019815331,0.02013246,0.018531175,0.01708385,0.015945006,0.014989716,0.0141011,0.013236116,0.012378544,0.078751331,Call,Speculative,0.027612712,Call,Speculative,-0.018962916,Fold,Speculative,-0.049525717,Fold,Speculative,-0.071081672,Fold,Speculative,-0.089366267,Fold,Speculative,-0.106803071,Fold,Speculative,-0.124409048,Fold,Speculative,-0.14174445,Fold,Speculative
2Ko,0.4842730164527893,0.2929404079914093,0.2044678181409835,0.1556679308414459,0.1248189136385917,0.1034050360321998,0.08763206,0.075547278,0.066035405,0.020867322,0.019047059,0.016572254,0.014849124,0.013665668,0.0127588,0.011974079,0.011242005,0.010542133,-0.010586645,Fold,Speculative,-0.092608187,Fold,Speculative,-0.14898422,Fold,Speculative,-0.184537537,Fold,Speculative,-0.210089515,Fold,Marginal,-0.231508948,Fold,Marginal,-0.251047205,Fold,Marginal,-0.269485476,Fold,Marginal,-0.286935288,Fold,Marginal
2Qo,0.4511716067790985,0.2680136859416961,0.1859063655138015,0.1406881958246231,0.1120781451463699,0.092303008,0.07781966,0.066807263,0.058183383,0.021850903,0.01826743,0.015365386,0.01364625,0.012546927,0.011734713,0.01105536,0.010444971,0.009881594,-0.075805884,Fold,Speculative,-0.168557797,Fold,Speculative,-0.225643765,Fold,Marginal,-0.262443397,Fold,Marginal,-0.289890349,Fold,Marginal,-0.31280745,Fold,Marginal,-0.333221279,Fold,Marginal,-0.351732268,Fold,Marginal,-0.368758197,Fold,Marginal
2Jo,0.4205512106418609,0.2472851276397705,0.1711029112339019,0.1289171874523162,0.1021622642874717,0.083722949,0.070295468,0.060140368,0.052223925,0.02299563,0.01762327,0.014549251,0.012978354,0.012037123,0.011356261,0.010794877,0.010296297,0.009845883,-0.135901948,Fold,Speculative,-0.231709712,Fold,Marginal,-0.286489854,Fold,Marginal,-0.322968179,Fold,Marginal,-0.350915046,Fold,Marginal,-0.374192445,Fold,Marginal,-0.394456748,Fold,Marginal,-0.412403354,Fold,Marginal,-0.428531341,Fold,Marginal
2To,0.3924010396003723,0.2302464842796325,0.1593206077814102,0.1196046099066734,0.094352745,0.077038549,0.064517029,0.055062968,0.047682662,0.024300791,0.017132616,0.014066098,0.012709786,0.011931422,0.011372874,0.010916094,0.010526254,0.010178552,-0.190897129,Fold,Speculative,-0.283561624,Fold,Marginal,-0.334585372,Fold,Marginal,-0.370202485,Fold,Marginal,-0.398089266,Fold,Marginal,-0.420925097,Fold,Marginal,-0.440199394,Fold,Marginal,-0.457065143,Fold,Marginal,-0.472280624,Fold,Marginal
29o,0.3651598989963531,0.2144009470939636,0.1478142589330673,0.1102001667022705,0.086453147,0.07039617,0.058917567,0.050318267,0.043639474,0.025805652,0.016420903,0.013146847,0.011659138,0.010705276,0.009983212,0.009415181,0.008957988,0.008583761,-0.24387455,Fold,Marginal,-0.332165805,Fold,Marginal,-0.382449271,Fold,Marginal,-0.419851322,Fold,Marginal,-0.449165287,Fold,Marginal,-0.472285569,Fold,Marginal,-0.490998738,Fold,Marginal,-0.506824651,Fold,Marginal,-0.52068646,Fold,Marginal
28o,0.3408834040164947,0.2019808292388916,0.1390873938798904,0.1033822298049926,0.081045464,0.066069469,0.055413138,0.047436595,0.041199375,0.027414564,0.015941571,0.012723295,0.011263484,0.010301774,0.009603844,0.009081485,0.008679525,0.008364956,-0.290818628,Fold,Marginal,-0.370145155,Fold,Marginal,-0.418203834,Fold,Marginal,-0.454930141,Fold,Marginal,-0.482821895,Fold,Marginal,-0.503900264,Fold,Marginal,-0.520368956,Fold,Marginal,-0.534012783,Fold,Marginal,-0.546181471,Fold,Marginal
27o,0.317093939,0.1896581500768661,0.1304248869419098,0.096990429,0.076372258,0.062677823,0.052924968,0.045566462,0.039743252,0.02873552,0.015248747,0.012065998,0.010614769,0.009681392,0.009057335,0.008639815,0.008346903,0.008136119,-0.337076603,Fold,Marginal,-0.40815243,Fold,Marginal,-0.454168456,Fold,Marginal,-0.488510934,Fold,Marginal,-0.512722272,Fold,Marginal,-0.529554568,Fold,Marginal,-0.542040993,Fold,Marginal,-0.552340778,Fold,Marginal,-0.561886885,Fold,Marginal
26o,0.3107545375823974,0.1928698420524597,0.1349912583827972,0.1022930815815925,0.08227016,0.068979308,0.059466038,0.052218903,0.046428971,0.029967677,0.014829488,0.011657692,0.010084692,0.009063491,0.008400545,0.007975965,0.007704536,0.007527096,-0.348523248,Fold,Marginal,-0.399146243,Fold,Marginal,-0.436719583,Fold,Marginal,-0.463322861,Fold,Marginal,-0.479188566,Fold,Marginal,-0.487742935,Fold,Marginal,-0.492367838,Fold,Marginal,-0.495359462,Fold,Marginal,-0.498074809,Fold,Marginal
25o,0.3119482398033142,0.1997661143541336,0.1424766331911087,0.1102537140250206,0.090543248,0.07739976,0.067908168,0.060578607,0.054645728,0.030898381,0.014962263,0.011887317,0.010348334,0.009392901,0.00881345,0.008469195,0.008272617,0.008155111,-0.345205139,Fold,Marginal,-0.378258262,Fold,Marginal,-0.406318834,Fold,Marginal,-0.422860595,Fold,Marginal,-0.428561809,Fold,Marginal,-0.427354601,Fold,Marginal,-0.422857877,Fold,Marginal,-0.41756576,Fold,Marginal,-0.412767161,Fold,Marginal
24o,0.3011629581451416,0.1921819746494293,0.136497751,0.1057518348097801,0.087162726,0.074813068,0.065859817,0.058910228,0.053228807,0.030818125,0.01439898,0.011106519,0.009418014,0.008385096,0.00776182,0.007402895,0.007200398,0.007084953,-0.366855958,Fold,Marginal,-0.401855606,Fold,Marginal,-0.431795958,Fold,Marginal,-0.447695792,Fold,Marginal,-0.451868359,Fold,Marginal,-0.449142154,Fold,Marginal,-0.443509882,Fold,Marginal,-0.437406152,Fold,Marginal,-0.432287167,Fold,Marginal
23o,0.2923945188522339,0.1836964339017868,0.1293469369411468,0.099840477,0.082157418,0.070422739,0.061883304,0.055209935,0.04972107,0.03063027,0.013858247,0.010310025,0.008476363,0.0073635,0.0066988,0.006316553,0.006099537,0.00597873,-0.384580692,Fold,Marginal,-0.428123328,Fold,Marginal,-0.461992202,Fold,Marginal,-0.479606706,Fold,Marginal,-0.484964992,Fold,Marginal,-0.483595029,Fold,Marginal,-0.479667354,Fold,Marginal,-0.475662669,Fold,Marginal,-0.472895656,Fold,Marginal
22o,0.4938462376594543,0.3023571372032165,0.2167137712240219,0.1753948032855987,0.1533801257610321,0.1401151120662689,0.1310263127088546,0.124080941,0.1183353438973426,0.009483539,0.004151312,0.002524683,0.001830422,0.001475149,0.001268889,0.001134644,0.001038223,0.000964267,-0.002823985,Fold,Speculative,-0.08670162,Fold,Speculative,-0.12809555,Fold,Speculative,-0.11844993,Fold,Speculative,-0.075293798,Fold,Speculative,-0.014753103,Fold,Speculative,0.052749076,Call,Speculative,0.12140047393040643,Call,Strong,0.18817477428819895,Call,Strong
